gene,lineage,correlation,p_value,q_value,ci_low,ci_high
FAM83D,Ery_2,0.3629100445254939,1.1859696409970354e-183,1.699204054004018e-181,0.3403130289195872,0.385088135136389
GATA2,Ery_2,0.36265802642422734,2.2446845529146806e-183,3.183597556310609e-181,0.3400564003030414,0.3848409303572388
PDCD4,Ery_2,0.3624395548999382,3.900643805081558e-183,5.476893966715016e-181,0.33983393470127965,0.3846266288698906
G0S2,Ery_2,0.3615859625270047,3.363805003221504e-182,4.6763550544785275e-180,0.3389647612763204,0.3837893063634845
STRADB,Ery_2,0.3563537408016973,1.5678236007303677e-176,2.1582167821426564e-174,0.3336378768338996,0.37865601526040044
CD82,Ery_2,0.3552305701341401,2.4957189943760508e-175,3.369460615387897e-173,0.3324945745616513,0.37755390254335786
MTSS1,Ery_2,0.35314146398414,4.157423672812156e-173,5.507017527354291e-171,0.3303682012011596,0.3755037961088267
GBGT1,Ery_2,0.35088553793588895,9.945806971642444e-171,1.305131548493753e-168,0.32807229163433016,0.3732897382255257
GFI1B,Ery_2,0.3503591787314038,3.545405279596621e-170,4.6093551417422365e-168,0.32753664213469014,0.3727731110991967
LDB1,Ery_2,0.34985928222905416,1.1827385911158024e-169,1.523562619986879e-167,0.32702793598884394,0.37228244452925296
AMMECR1,Ery_2,0.34966735201174265,1.8771694903665388e-169,2.3961215285669608e-167,0.3268326269131047,0.3720940547212981
HBA1,Ery_2,0.3493624473722274,3.9074654860210687e-169,4.942767827857822e-167,0.3265223585538336,0.3717947706560984
RYR3,Ery_2,0.34820356256198687,6.28901471962274e-168,7.884290685555616e-166,0.32534313216676897,0.3706572060388342
XK,Ery_2,0.3477671994877949,1.7845481821219277e-167,2.2174195597499103e-165,0.3248991281617298,0.3702288533476534
HBS1L,Ery_2,0.3477009753533696,2.090265294209108e-167,2.5745100873675514e-165,0.3248317452913256,0.3701638440648434
ATPIF1,Ery_2,0.3413555753332419,6.578085742313164e-161,7.894265120326422e-159,0.3183763953413807,0.36393382686005943
TST,Ery_2,0.3411856304142078,9.77026416362629e-161,1.1625786366226842e-158,0.31820353499987825,0.3637669443848989
ALAD,Ery_2,0.3404278133381636,5.683606614847541e-160,6.650293373256194e-158,0.3174327360945679,0.3630227656905321
DDI2,Ery_2,0.3385226389321883,4.645770275249366e-158,5.34682462580134e-156,0.31549505919941834,0.36115175124306936
GAD1,Ery_2,0.33835894884868123,6.7717328115626194e-158,7.730235805459411e-156,0.31532858550262816,0.3609909876382187
VPREB3,CLP,0.9564629544471064,0.0,0.0,0.9542114407463507,0.9586061018581448
VPREB1,CLP,0.9002032873329087,0.0,0.0,0.8951981620748833,0.904981362231766
CD79B,CLP,0.8992732712401104,0.0,0.0,0.8942240991172028,0.9040936261529443
AKAP12,CLP,0.8509130167618205,0.0,0.0,0.8436392434995534,0.8578745049164153
CD9,CLP,0.8427798643981269,0.0,0.0,0.8351446268870109,0.8500903646151504
DNTT,CLP,0.7940253607949755,0.0,0.0,0.7842995547114686,0.8033609643773536
CD79A,CLP,0.7130302605870077,0.0,0.0,0.7001192694964554,0.7254751429901097
ARPP21,CLP,0.7055673911634575,0.0,0.0,0.6923809342682431,0.7182826881454839
LAPTM5,CLP,0.6589333982981793,0.0,0.0,0.6440942155370826,0.673276826939066
EBF1,CLP,0.6503645017513785,0.0,0.0,0.6352344768353269,0.664995520802817
CD24,CLP,0.5943731508738596,0.0,0.0,0.5774405457020878,0.6107946521938062
CXCR4,CLP,0.5515556245063503,0.0,0.0,0.5333587646812346,0.5692422327174268
FHIT,CLP,0.5350495535775468,0.0,0.0,0.5163916798214966,0.5531996924123057
LINC01013,CLP,0.5293459854891592,0.0,0.0,0.510532214748935,0.5476531630413465
HLA-DRA,CLP,0.528339641523324,0.0,0.0,0.5094985454580196,0.5466743601454914
RPS4Y2,CLP,0.5257872990304019,0.0,0.0,0.5068771428711122,0.5441916440484477
LTB,CLP,0.5209301768621922,0.0,0.0,0.5018895648571453,0.5394661307493898
ZCCHC7,CLP,0.5121290666166811,0.0,0.0,0.49285529338309925,0.5309005200913102
BTG2,CLP,0.5088777732549278,0.0,0.0,0.48951891674260267,0.5277352541558143
RP11-524N5.1,CLP,0.50044904309889,0.0,0.0,0.48087225322263455,0.5195271040868414
HMHB1,CLP,0.4998879677082361,0.0,0.0,0.48029680580140527,0.5189805870295425
MME,CLP,0.49523780942710466,0.0,0.0,0.47552818205988556,0.5144504864471467
RCSD1,CLP,0.484613567483829,0.0,0.0,0.46463762601916864,0.504096515568387
MZB1,CLP,0.48416273396404697,0.0,0.0,0.46417562523552514,0.5036570269398897
IGLL1,CLP,0.4783089378889756,0.0,0.0,0.45817781632298427,0.49794962106872337
P4HA2,CLP,0.4746827380488255,0.0,0.0,0.45446332542291235,0.49441325063878827
CD74,CLP,0.4669173598345584,0.0,0.0,0.44651123962015815,0.4868380412773714
MALAT1,CLP,0.4657568067656292,0.0,0.0,0.44532305949777456,0.4857056519321448
ISG20,CLP,0.458356292201303,4.6587717112115e-310,9.911183878351585e-308,0.4377480673980988,0.4784831542277517
CYGB,CLP,0.4446256480833895,5.4893660592435325e-289,1.1010884119691205e-286,0.4237014494112366,0.46507557852230946
LEF1,CLP,0.431491885145856,8.20650243622872e-270,1.5571283879336145e-267,0.41027485858117396,0.4522420553783198
PPP3CC,CLP,0.4270248882628628,1.680273807647014e-263,3.104305859627858e-261,0.40571036161277235,0.4478752156477106
PAX5,CLP,0.42596050270774816,5.173631040653638e-262,9.313199159207401e-260,0.4046229007874021,0.4468345485328249
H3F3B,CLP,0.4189737125737603,2.182211738129838e-252,3.7366384164733e-250,0.3974861388900983,0.44000204711656044
TOP2B,CLP,0.41785382647618635,7.21935850128443e-251,1.2212893098377671e-248,0.39634245606950996,0.438906664925876
CLEC14A,CLP,0.4126337655349153,7.220144538363396e-244,1.1926829348607111e-241,0.3910123535470453,0.4337999968747659
LINC00426,CLP,0.4091941597895877,2.494451098419831e-239,4.025814698035959e-237,0.3875010315940584,0.43043436465487844
FCMR,CLP,0.4068278885352417,3.0580639774016565e-236,4.824525427718726e-234,0.38508578869441434,0.4281186403959025
IGHM,CLP,0.40523422428003325,3.549260244872693e-234,5.476391549259064e-232,0.38345931025802993,0.4265588615494173
MLXIP,CLP,0.4047325816105889,1.5757959099823646e-233,2.4049728665285198e-231,0.382947366514337,0.42606785884751164
POU2AF1,CLP,0.4043320282695099,5.170523621751353e-233,7.806378728280726e-231,0.38253859754470204,0.4256757923188121
PTPRE,CLP,0.4017059127247442,1.1957361813410404e-229,1.7672980760220576e-227,0.37985882984652297,0.423105119657173
BTG1,CLP,0.40053974148417304,3.6385102536462027e-228,5.3217002574423266e-226,0.3786689510142541,0.42196345830341897
MYLK,CLP,0.39478951693641967,6.03228570255804e-221,8.303855249962494e-219,0.3728028846391636,0.416333094851698
SSBP2,CLP,0.39466776407521226,8.544035392321878e-221,1.1647262227533155e-218,0.37267869798757275,0.4162138620137819
BACH2,CLP,0.39313029514947845,6.835793747035792e-219,9.228978846358612e-217,0.3711105634497604,0.41470815163972835
TLE4,CLP,0.3898913659126062,6.428304236168877e-215,8.596173312385447e-213,0.3678074430251598,0.4115357402578512
TMEM243,CLP,0.3880843300499568,1.0088248549163387e-212,1.3363122441396522e-210,0.36596483632041793,0.4097655875021724
TSPAN14,CLP,0.38689152528740156,2.7860306882408925e-211,3.6559492423916235e-209,0.36474864664503964,0.40859703940324854
CSRNP1,CLP,0.3838632097749811,1.1878049683914574e-207,1.5161790510167684e-205,0.3616613004450746,0.40562998748109613
HLA-A,CLP,0.37592156302852225,2.4988254984483594e-198,3.132679359260126e-196,0.3535671601032996,0.39784682278731054
TCF4,CLP,0.37426915808748584,2.0061433652091224e-196,2.470899911482569e-194,0.35188344669937466,0.39622699620819657
DUSP26,CLP,0.3736504326884992,1.0290624074588065e-195,1.2564404576634003e-193,0.35125303545368264,0.3956204342546242
ID3,CLP,0.3725954120374538,1.6571771869114345e-194,1.9887542633695258e-192,0.35017813549639426,0.3945861099173902
SOX4,CLP,0.3693915498718853,7.158248763587001e-191,8.51770939741738e-189,0.3469142661698485,0.3914447562110842
CD72,CLP,0.3594480496064986,7.19245908341136e-180,8.277812950014665e-178,0.33678799341806764,0.38169198279795336
QRSL1,CLP,0.3576082421328123,7.025100613907985e-178,8.019466481291222e-176,0.33491494273436107,0.37988692159794846
HMCES,CLP,0.35745921959043886,1.0167217495076475e-177,1.1512733939384579e-175,0.3347632353770601,0.3797407060403202
NEIL1,CLP,0.35571062610093923,7.658295832707003e-176,8.602410542963122e-174,0.3329832268290784,0.378024965840894
SH2D4B,CLP,0.34563699138671544,2.828775258715285e-165,3.055294877509332e-163,0.32273176378616614,0.3681376126551986
FAM26F,CLP,0.3424345519724379,5.304083749216675e-162,5.557808949459055e-160,0.31947391758736804,0.3649933262920579
GNG7,CLP,0.3334663955968849,4.710416453941205e-153,4.561307408950928e-151,0.3103534867276807,0.3561852832418017
XBP1,CLP,0.3262652597187933,4.271060769917794e-146,4.052024612865929e-144,0.3030331581680135,0.34910978943159016
HLA-B,CLP,0.32541918025990657,2.7218556450182384e-145,2.5649379269598044e-143,0.30217325441051346,0.34827830093846784
CD69,CLP,0.3230952961027095,4.265867830903102e-143,3.9148398832490495e-141,0.29981159438725186,0.3459943079552364
SMIM3,CLP,0.32251911169778186,1.4828275200159373e-142,1.3519728057495957e-140,0.29922608797170624,0.34542797218687704
HLA-DPB1,CLP,0.32128336019975523,2.1247752427961286e-141,1.924772205425835e-139,0.29797040256536883,0.34421328693660064
LCN6,CLP,0.32126704470170314,2.200593336583826e-141,1.9806750666008654e-139,0.29795382442162865,0.3441972490605917
C5orf56,CLP,0.3194151558264287,1.159634413839866e-139,1.0370972487086343e-137,0.29607221535866846,0.34237678468481414
SNX2,CLP,0.31635944736064336,7.535990859389545e-137,6.654896079037018e-135,0.2929678631619847,0.3393725512189846
RAG1,CLP,0.31464590103138995,2.7491448086721012e-135,2.412546391160311e-133,0.29122725473641925,0.33768766499424197
H1FX,CLP,0.31141303420145144,2.2727475097441304e-132,1.96985480150107e-130,0.2879437532966938,0.33450846768499104
CD27,CLP,0.3104211627309275,1.7533750261355424e-131,1.492069014664797e-129,0.28693645730060996,0.3335329570911373
S1PR4,CLP,0.3092291559832219,2.0204513579587738e-130,1.6987519471316852e-128,0.28572598244188335,0.3323605469586838
SIAH2,CLP,0.306988348444047,1.9362298391452006e-128,1.608674743872057e-126,0.28345066040678074,0.33015638481812565
HLA-C,CLP,0.3064525670687565,5.728236124310529e-128,4.622423185140468e-126,0.2829066658033137,0.3296293279977352
CHST15,CLP,0.30591241497074617,1.7055661949618605e-127,1.3606735763329253e-125,0.2823582488101295,0.3290979570027844
DDX5,CLP,0.30500460105174404,1.06134223544716e-126,8.372082206693019e-125,0.2814365790634341,0.32820486808548716
TMSB4X,CLP,0.29610423102146405,4.495120786579549e-119,3.3751866825862806e-117,0.2724026665427864,0.31944666729004767
GNG11,CLP,0.2941614633492791,1.904949142098509e-117,1.4003869583353489e-115,0.2704313047493296,0.31753440183866233
TMSB10,CLP,0.2936441721188504,5.1390232654751574e-117,3.700360290796753e-115,0.2699064334472562,0.3170252002347563
ARHGDIB,CLP,0.2932943448161775,1.0041854985809219e-116,7.157242936839961e-115,0.26955148798319273,0.3166808360440585
PPP1R18,CLP,0.2930383343248134,1.6385165517900596e-116,1.1561010504363933e-114,0.26929173600884265,0.3164288196586408
CD99,CLP,0.29228575701043225,6.889485482666093e-116,4.8367632831057305e-114,0.26852818010698654,0.31568796443706065
AK1,CLP,0.2910627549992449,7.039737557961388e-115,4.893314606501775e-113,0.26728740063643086,0.3144839509579714
HIST1H2AC,CLP,0.2908093180761652,1.1377993446130356e-114,7.869872215621493e-113,0.2670302896355367,0.31423443951219043
SMAD1,CLP,0.287467738854269,6.0846345072027765e-112,4.1472986949336984e-110,0.26364058404795676,0.310944315247501
BLNK,CLP,0.28168284443399827,2.602647145936795e-107,1.73193216000467e-105,0.2577737647800412,0.3052471684103074
UBC,CLP,0.2815956613640007,3.0501920031608973e-107,2.0201766941689697e-105,0.25768536051917434,0.30516129486323135
SCHIP1-1,CLP,0.2792473705017012,2.1412562503836228e-105,1.3983897214714629e-103,0.2553043272690356,0.30284813202997846
FOXO1,CLP,0.278947957498791,3.670494348249978e-105,2.385991256656386e-103,0.2550007604023521,0.30255317795067166
MAP1LC3B,CLP,0.2771306929826451,9.522379090777714e-104,6.105192913863465e-102,0.25315838559280324,0.300762879534629
CCND3,CLP,0.27652574514120726,2.7987397165832775e-103,1.778149518576733e-101,0.25254511737864044,0.30016687146504606
MACROD2,CLP,0.27183316052375556,1.0884636144759376e-99,6.673850485090235e-98,0.24778864586648894,0.29554300569111325
MDM4,CLP,0.26987191826919066,3.274804055828449e-98,1.9734559548449466e-96,0.2458010458104375,0.2936101549139301
MPP1,CLP,0.2696955300943997,4.441333373450894e-98,2.664989824642051e-96,0.24562229701542823,0.29343631066848463
IGHD,CLP,0.2684141750150113,4.033423825604459e-97,2.389590883346507e-95,0.24432384257613696,0.29217338858590697
ARID5B,CLP,0.26508835292752764,1.1670480547021052e-94,6.885093166416915e-93,0.24095404129324624,0.2888950235679509
NAV1,CLP,0.2634528655551884,1.8366902965133414e-93,1.0745403522226595e-91,0.2392971403689694,0.28728266859904117
YBX3,CLP,0.2625890786865502,7.809787177939471e-93,4.5500921894376807e-91,0.23842210064793928,0.2864310446678654
